event_date,event_datetime_start,event_datetime_end,event_timezone,event_name,event_location_name,event_address,event_city,event_state,event_postal_code,event_country,event_latitude,event_longitude,event_info,event_type,univ_id
2017-05-25,2017-05-25 14:00:00,,,Benito Juarez High Sch - College Fair,Benito Juarez High Sch,2150 S Laflin St,Chicago,IL,60608-4409,US,,,,,145637_req
2017-05-25,2017-05-25 18:30:00,,,Noble St-Rauner College Prep - College Signing Night,Noble St-Rauner College Prep,1337 W Ohio St,Chicago,IL,60642-6430,US,,,,,145637_req
2017-06-03,2017-06-03 10:40:00,,,Dominican Univ - Motivate Me College Fair,Dominican Univ,7900 Division St,River Forest,IL,60305-1066,US,,,,,145637_req
2017-06-07,2017-06-07 11:00:00,,,Collins Academy High School/North Lawndale CP - Collins Campus,Collins Academy High School,1313 S Sacramento Dr,Chicago,IL,60623-2218,US,,,,,145637_req
2017-06-16,2017-06-16 10:00:00,,,Nazareth Acad - Essay Writing Workshop,Nazareth Acad,1209 W Ogden Ave,La Grange Pk,IL,60526-1700,US,,,,,145637_req
2017-06-16,2017-06-16 12:00:00,,,HOBY Leadership Seminar College Fair,Illinois Wesleyan Univ,PO Box 2900,Bloomington,IL,61702-2900,US,,,,,145637_req
2017-06-28,2017-06-28 00:00:00,,,IBSCA College Fair @ DePaul University Welcome Center,DePaul University Welcome Center,2400 N Sheffield Ave,Chicago,IL,60614-3936,US,,,,,145637_req
2017-07-12,2017-07-12 12:00:00,,,Genesys Works Chicago,Genesys Works Chicago,180 N Wabash Ave,Chicago,IL,60601-3608,US,,,,,145637_req
2017-07-12,2017-07-12 13:00:00,,,"Camp College, College Fair",Southern Ill U Edwardsville,200 University Park Dr,Edwardsville,IL,62025-3649,US,,,,,145637_req
2017-07-13,2017-07-13 15:00:00,,,Univ of Chicago Woodlawn HS,Univ of Chicago Woodlawn HS,6420 S University Ave,Chicago,IL,60637-3659,US,,,,,145637_req
2017-07-14,2017-07-14 09:00:00,,,Chicaago Scholars 2017 College Fair @ UIC FORUM,UIC Forum,725 W Roosevelt Rd,Chicago,IL,60607-4913,US,,,,,145637_req
2017-07-26,2017-07-26 10:30:00,,,Roosevelt Univ -Upward Bound College Fair - CBO,Roosevelt Univ,430 S Michigan Ave,Chicago,IL,60605-1315,US,,,,,145637_req
2017-08-10,2017-08-10 09:00:00,,,Loyola Acad - Mock Admissions,Loyola Acad,1100 Laramie Ave,Wilmette,IL,60091-1021,US,,,,,145637_req
2017-08-15,2017-08-15 11:00:00,,,Illinois Valley Community College,Illinois Valley Community College,815 N Orlando Smith St,Oglesby,IL,61348,,,,,,145637_req
2017-08-23,2017-08-23 00:00:00,,,Whitney M Young Magnet Hs - Summer Boot Camp,Whitney M Young Magnet Hs,211 S Laflin St,Chicago,IL,60607-5305,US,,,,,145637_req
2017-08-23,2017-08-23 08:55:00,,,Hinsdale South High School Visit,Hinsdale South High Sch,7401 Clarendon Hills Rd,Darien,IL,60561-4288,US,,,,,145637_req
2017-08-23,2017-08-23 10:15:00,,,Hinsdale Central High School Visit,Hinsdale Township HS Central,55th And Grant,Hinsdale,IL,60521,US,,,,,145637_req
2017-08-23,2017-08-23 18:00:00,,,"Multicultural Academic Achievement Reception: Palermo's, Chicago, IL (West Lawn)",Palermo's of 63rd,3751 W 63rd St,Chicago,IL,60629-4022,US,,,,,145637_req
2017-08-24,2017-08-24 11:46:00,,,Benet Academy High School Visit,Benet Acad,2200 Maple Ave,Lisle,IL,60532-2393,US,,,,,145637_req
2017-08-24,2017-08-24 18:00:00,,,"Multicultural Academic Achievement Reception: Beggars Pizza, Blue Island, IL",Beggars Pizza,12700 Kedzie Ave,Blue Island,IL,60406-1844,US,,,,,145637_req
2017-08-26,2017-08-26 11:00:00,,,"Recepción Multicultural de Logros Académicos en Español: Connie's Pizza, Chicago, IL (Chinatown)",Connie's Pizza,2373 S Archer Ave,Chicago,IL,60616-1857,US,,,,,145637_req
2017-08-28,2017-08-28 18:45:00,,,Dallas Christian High School College Fair,Dallas Christian High Sch,1515 Republic Pkwy,Mesquite,TX,75150-6911,US,,,,,145637_req
2017-08-29,2017-08-29 11:10:00,,,Palatine High School Visit,Palatine High Sch,1111 N Rohlwing Rd,Palatine,IL,60074-3777,US,,,,,145637_req
2017-08-29,2017-08-29 11:30:00,,,Marcus High School,Edward S Marcus High Sch,5707 Morriss Rd,Flower Mound,TX,75028-3730,US,,,,,145637_req
2017-08-29,2017-08-29 13:30:00,,,West Leyden High Sch - Panel/High School Visit,West Leyden High Sch,1000 N Wolf Rd,Northlake,IL,60164-1438,US,,,,,145637_req
2017-08-29,2017-08-29 13:45:00,,,Hoffman Estates High School Visit,Hoffman Estates High Sch,1100 W Higgins Rd,Hoffman Est,IL,60169-4050,US,,,,,145637_req
2017-08-29,2017-08-29 17:30:00,,,Illinois Valley Community College Transfer Event,Illinois Valley Cmty Coll,815 N Orlando Smith St,Oglesby,IL,61348-9692,US,,,,,145637_req
2017-08-29,2017-08-29 18:00:00,,,"Multicultural Academic Achievement Reception: Paisans Pizzeria, Berwyn, IL",Paisans Pizzeria,6226 Ogden Ave,Berwyn,IL,60402-3825,US,,,,,145637_req
2017-08-30,2017-08-30 08:00:00,,,John Paul II High School,John Paul II High School,900 Coit Rd,Plano,TX,75075-5811,US,,,,,145637_req
2017-08-30,2017-08-30 12:00:00,,,Flower Mound High School,Flower Mound High Sch,3411 Peters Colony Rd,Flower Mound,TX,75022-2808,US,,,,,145637_req
2017-08-30,2017-08-30 18:00:00,,,"Multicultural Academic Achievement Reception: Connie's Pizza, Chicago, IL (Chinatown)",Connie's Pizza,2373 S Archer Ave,Chicago,IL,60616-1857,US,,,,,145637_req
2017-08-31,2017-08-31 11:30:00,,,Aledo High School,Aledo High Sch,1000 Bailey Ranch Rd,Aledo,TX,76008-3110,US,,,,,145637_req
2017-08-31,2017-08-31 18:00:00,,,"Multicultural Academic Achievement Reception: Giordano's, Orland Park, IL",Giordano's,14325 S La Grange Rd,Orland Park,IL,60462-2788,US,,,,,145637_req
2017-08-31,2017-08-31 18:30:00,,,Legacy Christian Academy Evening Fair,Legacy Christian Acad,5000 Academy Dr,Frisco,TX,75034-1206,US,,,,,145637_req
2017-09-01,2017-09-01 11:00:00,,,Birdville High School,Birdville High Sch,9100 Mid Cities Blvd,N Richlnd Hls,TX,76180-4800,US,,,,,145637_req
2017-09-05,2017-09-05 08:41:00,,,Naperville Central High Sch - High School Visit,Naperville Central High Sch,440 Aurora Ave,Naperville,IL,60540-6266,US,,,,,145637_req
2017-09-05,2017-09-05 10:36:00,,,Naperville North High Sch - High School Visit,Naperville North High Sch,899 N Mill St,Naperville,IL,60563-2909,US,,,,,145637_req
2017-09-05,2017-09-05 10:45:00,,,Nazareth Acad - High School Visit,Nazareth Acad,1209 W Ogden Ave,La Grange Pk,IL,60526-1700,US,,,,,145637_req
2017-09-05,2017-09-05 11:10:00,,,Adlai Stevenson High School Visit,Adlai E Stevenson High Sch,1 Stevenson Dr,Lincolnshire,IL,60069-2824,US,,,,,145637_req
2017-09-05,2017-09-05 11:40:00,,,Richardson High School,Richardson High Sch,1250 W Belt Line Rd,Richardson,TX,75080-5850,US,,,,,145637_req
2017-09-05,2017-09-05 15:30:00,,,Noble-Hansberry Coll Prep - High School Visit,Noble-Hansberry Coll Prep,8748 S Aberdeen St,Chicago,IL,60620-3438,US,,,,,145637_req
2017-09-05,2017-09-05 16:15:00,,,IMSA High School Visit,Illinois Math and Science Acad,1500 W Sullivan Rd,Aurora,IL,60506-1000,US,,,,,145637_req
2017-09-06,2017-09-06 07:30:00,,,Crete-Monee High School - High School Visit,Crete-Monee High Sch,1515 W Exchange St,Crete,IL,60417-9601,US,,,,,145637_req
2017-09-06,2017-09-06 08:00:00,,,The Shelton School,Shelton Sch,15720 Hillcrest Rd,Dallas,TX,75248-4161,US,,,,,145637_req
2017-09-06,2017-09-06 08:10:00,,,Deerfield High School Visit,Deerfield High Sch,1959 Waukegan Rd,Deerfield,IL,60015-1840,US,,,,,145637_req
2017-09-06,2017-09-06 09:32:00,,,Urbana High School Visit,Urbana High Sch,1002 S Race St,Urbana,IL,61801-4957,US,,,,,145637_req
2017-09-06,2017-09-06 11:00:00,,,Highland Park High School Visit,Highland Park High Sch,433 Vine Ave,Highland Park,IL,60035-2044,US,,,,,145637_req
2017-09-06,2017-09-06 11:08:00,,,Barrington High School Visit,Barrington Comm Hs,616 W Main St,Barrington,IL,60010-3015,US,,,,,145637_req
2017-09-06,2017-09-06 11:15:00,,,University Lab (Uni High) High School Visit,University Laboratory High Sch,1212 W Springfield Ave,Urbana,IL,61801-2909,US,,,,,145637_req
2017-09-06,2017-09-06 11:30:00,,,LV Berkner High School,L V Berkner High Sch,1600 E Spring Valley Rd,Richardson,TX,75081-5351,US,,,,,145637_req
2017-09-06,2017-09-06 11:52:00,,,Victor J Andrew High Sch - High School Visit,Victor J Andrew High Sch,9001 171st St,Orland Hills,IL,60487-6185,US,,,,,145637_req
2017-09-06,2017-09-06 13:00:00,,,Champaign Central High School Visit,Champaign Central High Sch,610 W University Ave,Champaign,IL,61820-3918,US,,,,,145637_req
2017-09-06,2017-09-06 13:36:00,,,Amos Alonzo Stagg High Sch - High School Visit,Amos Alonzo Stagg High Sch,8015 W 111th St,Palos Hills,IL,60465-2203,US,,,,,145637_req
2017-09-06,2017-09-06 13:38:00,,,Lake Zurich High School Visit,Lake Zurich Senior High Sch,300 Church St,Lake Zurich,IL,60047-1553,US,,,,,145637_req
2017-09-06,2017-09-06 14:00:00,,,Lake Forest High School Visit,Lake Forest High Sch,1285 N Mckinley Rd,Lake Forest,IL,60045-1371,US,,,,,145637_req
2017-09-06,2017-09-06 18:30:00,,,Nolan Catholic High School Evening Fair,Nolan Catholic High Sch,4501 Bridge St,Fort Worth,TX,76103-1160,US,,,,,145637_req
2017-09-07,2017-09-07 09:00:00,,,Harlem High School Visit,Harlem Senior High Sch,9229 N Alpine Rd,Machesney Pk,IL,61115-1924,US,,,,,145637_req
2017-09-07,2017-09-07 09:10:00,,,Schaumburg High Sch - High School Visit,Schaumburg High Sch,1100 W Schaumburg Rd,Schaumburg,IL,60194-4150,US,,,,,145637_req
2017-09-07,2017-09-07 09:40:00,,,Rolling Meadows High Sch - High School Visit,Rolling Meadows High Sch,2901 Central Rd,Rolling Mdws,IL,60008-2536,US,,,,,145637_req
2017-09-07,2017-09-07 09:57:00,,,Dieterich High School Visit,Dieterich High School,108 W Church St,Dieterich,IL,62424,US,,,,,145637_req
2017-09-07,2017-09-07 10:15:00,,,Rockford Lutheran High School Visit,Rockford Lutheran High School,3411 N Alpine Rd,Rockford,IL,61114-4801,US,,,,,145637_req
2017-09-07,2017-09-07 10:54:00,,,Buffalo Grove High Sch - High School Visit,Buffalo Grove High Sch,1100 W Dundee Rd,Buffalo Grove,IL,60089-4054,US,,,,,145637_req
2017-09-07,2017-09-07 11:00:00,,,St Anthony High School Visit,St Anthony High Sch,304 E Roadway Ave,Effingham,IL,62401-3208,US,,,,,145637_req
2017-09-07,2017-09-07 11:00:00,,,J B Conant High Sch - High School Visit,J B Conant High Sch,700 E Cougar Trl,Hoffman Est,IL,60169-3659,US,,,,,145637_req
2017-09-07,2017-09-07 11:30:00,,,St. Joseph-Ogden High School Visit,St Joseph Ogden High School,PO Box 890,Saint Joseph,IL,61873-0890,US,,,,,145637_req
2017-09-07,2017-09-07 11:35:00,,,Boylan Catholic High School Visit,Boylan Catholic High Sch,4000 Saint Francis Dr,Rockford,IL,61103-1661,US,,,,,145637_req
2017-09-07,2017-09-07 12:35:00,,,John Hersey High School - High School Visit,John Hersey High School,1900 E Thomas St,Arlington Hts,IL,60004-4320,US,,,,,145637_req
2017-09-07,2017-09-07 12:45:00,,,Effingham High School Visit,Effingham High Sch,600 S Henrietta St,Effingham,IL,62401-1951,US,,,,,145637_req
2017-09-07,2017-09-07 13:30:00,,,Hononegah High School Visit,Hononegah Comm High Sch,307 Salem St,Rockton,IL,61072-2630,US,,,,,145637_req
2017-09-07,2017-09-07 14:40:00,,,Bismarck-Henning High School Visit,Bismarck-Henning High Sch,17268 E 2750 North Rd,Bismarck,IL,61814-5130,US,,,,,145637_req
2017-09-07,2017-09-07 14:45:00,,,Altamont High School Visit,Altamont High School,7 S Ewing St,Altamont,IL,62411-1265,US,,,,,145637_req
2017-09-08,2017-09-08 08:00:00,,,Keith Country Day School Visit,Keith Country Day Sch,1 Jacoby Pl,Rockford,IL,61107-1817,US,,,,,145637_req
2017-09-08,2017-09-08 08:25:00,,,William Fremd High Sch - High School Visit,William Fremd High Sch,1000 S Quentin Rd,Palatine,IL,60067-7018,US,,,,,145637_req
2017-09-08,2017-09-08 09:04:00,,,Champaign Centennial High School Visit,Centennial High Sch,913 Crescent Dr,Champaign,IL,61821-4243,US,,,,,145637_req
2017-09-08,2017-09-08 09:20:00,,,Glenbrook North High School Visit,Glenbrook North High Sch,2300 Shermer Rd,Northbrook,IL,60062-6722,US,,,,,145637_req
2017-09-08,2017-09-08 09:25:00,,,Auburn High School Visit,Auburn High Sch,5110 Auburn St,Rockford,IL,61101-2402,US,,,,,145637_req
2017-09-08,2017-09-08 09:45:00,,,Argo Community High School - High School Visit,Argo Community High School,7329 W 63rd St,Summit,IL,60501-1817,US,,,,,145637_req
2017-09-08,2017-09-08 11:07:00,,,The HS of St. Thomas More Visit,The HS of Saint Thomas More,3901 N Mattis Ave,Champaign,IL,61822-1001,US,,,,,145637_req
2017-09-08,2017-09-08 11:20:00,,,Glenbrook South High School Visit,Glenbrook South High Sch,4000 W Lake Ave,Glenview,IL,60026-1239,US,,,,,145637_req
2017-09-08,2017-09-08 11:30:00,,,Lake Highlands High School,Lake Highlands High Sch,9449 Church Rd,Dallas,TX,75238-1407,US,,,,,145637_req
2017-09-08,2017-09-08 12:25:00,,,Pecatonica High School Visit,Pecatonica High Sch,1200 Main St,Pecatonica,IL,61063,US,,,,,145637_req
2017-09-08,2017-09-08 13:15:00,,,Plainfield North High Sch - High School Visit,Plainfield North High Sch,12005 S 248th Ave,Plainfield,IL,60585-7800,US,,,,,145637_req
2017-09-08,2017-09-08 13:50:00,,,Freeport High School Visit,Freeport High School,701 W Moseley St,Freeport,IL,61032-4938,US,,,,,145637_req
2017-09-08,2017-09-08 14:00:00,,,Riverside Brookfield Hs - High School Visit,Riverside Brookfield Hs,160 Ridgewood Rd,Riverside,IL,60546-2408,US,,,,,145637_req
2017-09-08,2017-09-08 14:15:00,,,Mount Pisgah Christian School,Mount Pisgah Christian Sch,9820 Nesbit Ferry Rd,Alpharetta,GA,30022-5349,US,,,,,145637_req
2017-09-09,2017-09-09 12:30:00,,,University Of Chicago - NSHSS College Fair,University Of Chicago,1101 E 58th St,Chicago,IL,60637,US,,,Rosenwald Hl Ste 105,,145637_req
2017-09-09,2017-09-09 13:00:00,,,KIPP-Lovett-Westminster College Day,Renaissance Atlanta Waverly Hotel and Conference Center,2452 Galleria Pkwy SE,Atlanta,GA,30339,US,,,,,145637_req
2017-09-10,2017-09-10 14:00:00,,,Woodward Academy College Fair 2017,Woodward Acad,PO Box 87190,Atlanta,GA,30337-0190,US,,,,,145637_req
2017-09-11,2017-09-11 08:00:00,,,Christian Life High School Visit,Christian Life Schools,5950 Spring Creek Rd,Rockford,IL,61114-6448,US,,,,,145637_req
2017-09-11,2017-09-11 08:06:00,,,Lincoln-Way East High Sch - High School Visit,Lincoln-Way East High Sch,201 Colorado Ave,Frankfort,IL,60423-1333,US,,,,,145637_req
2017-09-11,2017-09-11 08:45:00,,,Charleston High School Visit,Charleston High School,1615 Lincoln Ave,Charleston,IL,61920-3010,US,,,,,145637_req
2017-09-11,2017-09-11 08:47:00,,,St. Bede Academy,St Bede Acad,24 W US Highway 6,Peru,IL,61354-2903,US,,,,,145637_req
2017-09-11,2017-09-11 09:00:00,,,Argyle High School TACRAO fair,Argyle High Sch,191 S Highway 377,Argyle,TX,76226-1808,US,,,,,145637_req
2017-09-11,2017-09-11 09:25:00,,,Maine West High Sch - High School Visit,Maine West High Sch,1755 S Wolf Rd,Des Plaines,IL,60018-1923,US,,,,,145637_req
2017-09-11,2017-09-11 09:30:00,,,East High School Visit,Rockford East High School,2929 Charles St,Rockford,IL,61108-1702,US,,,,,145637_req
2017-09-11,2017-09-11 10:30:00,,,Paris Cooperative High School Visit,Paris High School,309 S Main St,Paris,IL,61944-2254,US,,,,,145637_req
2017-09-11,2017-09-11 10:30:00,,,Darlington School's Annual College Fair,Darlington Sch,1014 Cave Spring Rd SW,Rome,GA,30161-4701,US,,,,,145637_req
2017-09-11,2017-09-11 10:38:00,,,Mendota Township High School,Mendota Township High Sch,2300 W Main St,Mendota,IL,61342-1061,US,,,,,145637_req
2017-09-11,2017-09-11 10:45:00,,,Mahomet-Seymour High School Visit,Mahomet-Seymour High Sch,302 W State St,Mahomet,IL,61853,US,,,,,145637_req
2017-09-11,2017-09-11 10:59:00,,,Lincoln-Way West High School - High School Visit,Lincoln-Way West High School,21701 Gougar Rd,New Lenox,IL,60451-1576,US,,,,,145637_req
2017-09-11,2017-09-11 11:10:00,,,Maine Township HS South - High School Visit,Maine Township HS South,1111 S Dee Rd,Park Ridge,IL,60068-4379,US,,,,,145637_req
2017-09-11,2017-09-11 11:15:00,,,Guilford High School Visit,Guilford High Sch,5620 Spring Creek Rd,Rockford,IL,61114-6442,US,,,,,145637_req
2017-09-11,2017-09-11 12:45:00,,,Fisher Junior/Senior High School Visit,Fisher Jr-Sr High Sch,PO Box 670,Fisher,IL,61843-0670,US,,,,,145637_req
2017-09-11,2017-09-11 12:51:00,,,Mattoon Senior High School Visit,Mattoon Senior High Sch,2521 Walnut Ave,Mattoon,IL,61938-5060,US,,,,,145637_req
2017-09-11,2017-09-11 13:00:00,,,Liberty Christian High School TACRAO fair,Liberty Christian Sch,1500 N Bonnie Brae St,Denton,TX,76207-1001,US,,,,,145637_req
2017-09-11,2017-09-11 13:00:00,,,Hinckley-Big Rock High School Visit,Hinckley-Big Rock High Sch,700 E Lincoln Ave,Hinckley,IL,60520-9502,US,,,,,145637_req
2017-09-11,2017-09-11 13:30:00,,,The Walker School Visit,Walker Sch The,700 Cobb Pkwy N,Marietta,GA,30062-2404,US,,,,,145637_req
2017-09-11,2017-09-11 13:30:00,,,George Westinghouse Coll Prep - High School Visit,George Westinghouse Coll Prep,3223 W Franklin Blvd,Chicago,IL,60624-1502,US,,,,,145637_req
2017-09-11,2017-09-11 13:40:00,,,Maine Township HS East - High School Visit,Maine Township HS East,2601 Dempster St,Park Ridge,IL,60068-1155,US,,,,,145637_req
2017-09-11,2017-09-11 14:02:00,,,Lincoln-Way Central HS - High School Visit,Lincoln-Way Central HS,1801 E Lincoln Hwy,New Lenox,IL,60451-3801,US,,,,,145637_req
2017-09-11,2017-09-11 14:15:00,,,Princeton Township High School,Princeton High Sch,103 S Euclid Ave,Princeton,IL,61356-1843,US,,,,,145637_req
2017-09-11,2017-09-11 14:42:00,,,Marshall Comm High School Visit,Marshall Comm High Sch,806 N 6th St,Marshall,IL,62441-1226,US,,,,,145637_req
2017-09-11,2017-09-11 18:00:00,,,Atlanta North Fair,North Point Mall,1000 N Point Cir,Alpharetta,GA,30022-4853,US,,,,,145637_req
2017-09-11,2017-09-11 18:30:00,,,Plano ISD TACRAO fair,Plano Senior High Sch,2200 Independence Pkwy,Plano,TX,75075-3143,US,,,,,145637_req
2017-09-12,2017-09-12 00:00:00,,,Noble-ITW David Speer Acad - High School Visit/ACES,Noble-ITW David Speer Acad,5321 W Grand Ave,Chicago,IL,60639-3009,US,,,,,145637_req
2017-09-12,2017-09-12 07:30:00,,,Sharon High School Visit,Sharon High Sch,181 Pond St,Sharon,MA,02067-2000,US,,,,,145637_req
2017-09-12,2017-09-12 08:00:00,,,Bureau Valley High School,Bureau Valley High Sch,PO Box 329,Manlius,IL,61338-0329,US,,,,,145637_req
2017-09-12,2017-09-12 08:30:00,,,North Boone High School Visit,North Boone High Sch,17641 Poplar Grove Rd,Poplar Grove,IL,61065-9014,US,,,,,145637_req
2017-09-12,2017-09-12 09:00:00,,,Lassiter High School Visit,Lassiter High Sch,2600 Shallowford Rd,Marietta,GA,30066-3039,US,,,,,145637_req
2017-09-12,2017-09-12 09:00:00,,,King Philip Regional High School Visit,King Philip Regional High Sch,201 Franklin St,Wrentham,MA,02093-1395,US,,,,,145637_req
2017-09-12,2017-09-12 09:20:00,,,Woodlands Academy of Sacred Heart HS Visit,Woodlands Acad Sacred Heart,760 E Westleigh Rd,Lake Forest,IL,60045-3263,US,,,,,145637_req
2017-09-12,2017-09-12 09:30:00,,,Lyons Township HS N Campus - High School Visit,Lyons Township HS N Campus,100 S Brainard Ave,La Grange,IL,60525-2101,US,,,,,145637_req
2017-09-12,2017-09-12 09:36:00,,,York Community High School Visit,York Comm High Sch,355 W Saint Charles Rd,Elmhurst,IL,60126-3172,US,,,,,145637_req
2017-09-12,2017-09-12 10:06:00,,,Belvidere High School Visit,Belvidere High Sch,1500 East Ave,Belvidere,IL,61008-4563,US,,,,,145637_req
2017-09-12,2017-09-12 10:06:00,,,Unity High School Visit,Unity High Sch,1127 County Road 800 N,Tolono,IL,61880-9300,US,,,,,145637_req
2017-09-12,2017-09-12 10:30:00,,,SALUTE TO ILLINOIS SCHOLARS,DoubleTree by Hilton,222 Potomac Blvd,Mount Vernon,IL,62864-6750,US,,,,,145637_req
2017-09-12,2017-09-12 10:30:00,,,Walton High School Visit,George Walton Comp High Sch,1590 Bill Murdock Rd,Marietta,GA,30062-5953,US,,,,,145637_req
2017-09-12,2017-09-12 10:30:00,,,LaSalle-Peru Township High School,La Salle Peru Twp High School,541 Chartres St,La Salle,IL,61301-2012,US,,,,,145637_req
2017-09-12,2017-09-12 11:00:00,,,Westford Academy HS Visit,Westford Acad,30 Patten Rd,Westford,MA,01886-2911,US,,,,,145637_req
2017-09-12,2017-09-12 11:50:00,,,Loyola Academy High School Visit,Loyola Acad,1100 Laramie Ave,Wilmette,IL,60091-1021,US,,,,,145637_req
2017-09-12,2017-09-12 11:52:00,,,Belvidere North High School Visit,Belvidere North High School,9393 Beloit Rd,Belvidere,IL,61008-9735,US,,,,,145637_req
2017-09-12,2017-09-12 12:00:00,,,Wheeler High School Visit,Wheeler High Sch,375 Holt Rd NE,Marietta,GA,30068-3560,US,,,,,145637_req
2017-09-12,2017-09-12 12:15:00,,,Bartlett High Sch - High School Visit,Bartlett High Sch,701 W Schick Rd,Bartlett,IL,60103-3046,US,,,,,145637_req
2017-09-12,2017-09-12 12:15:00,,,Pantego Christian Academy,Pantego Christian Acad,2201 W Park Row Dr,Arlington,TX,76013-7414,US,,,,,145637_req
2017-09-12,2017-09-12 12:17:00,,,Heritage High School Visit,Heritage High Sch,PO Box 260,Broadlands,IL,61816-0260,US,,,,,145637_req
2017-09-12,2017-09-12 12:50:00,,,Jones College Prep - High School Visit,Jones College Prep,700 S State St,Chicago,IL,60605-2109,US,,,,,145637_req
2017-09-12,2017-09-12 13:00:00,,,EPIC Academy Charter HS - High School Visit,EPIC Academy Charter HS,8255 S Houston Ave,Chicago,IL,60617-2148,US,,,,,145637_req
2017-09-12,2017-09-12 14:00:00,,,Rockford Christian High School Visit,Rockford Christian High Sch,1401 N Bell School Rd,Rockford,IL,61107-2872,US,,,,,145637_req
2017-09-12,2017-09-12 14:00:00,,,New Trier High School Visit,New Trier Township High Sch,385 Winnetka Ave,Winnetka,IL,60093-4238,US,,,,,145637_req
2017-09-12,2017-09-12 14:19:00,,,Ottawa Township High School,Ottawa Township High Sch,211 E Main St,Ottawa,IL,61350-3111,US,,,,,145637_req
2017-09-12,2017-09-12 14:30:00,,,John's Creek High School Visit,Johns Creek High School,5575 State Bridge Rd,Johns Creek,GA,30022-8165,US,,,,,145637_req
2017-09-12,2017-09-12 15:30:00,,,Rochelle Zell  Jewish High Sch - High School Visit,Rochelle Zell  Jewish High Sch,1095 Lake Cook Rd,Deerfield,IL,60015-5221,US,,,,,145637_req
2017-09-12,2017-09-12 18:00:00,,,Cobb County Fair,Marietta High Sch,1171 Whitlock Ave SW,Marietta,GA,30064-1932,US,,,,,145637_req
2017-09-12,2017-09-12 18:30:00,,,Maine Township District 207 Schools - IRCF @ Maine Township HS South,Maine Township HS South,1111 S Dee Rd,Park Ridge,IL,60068-4379,US,,,,,145637_req
2017-09-12,2017-09-12 19:00:00,,,Dallas Area Catholic High Schools TACRAO Fair,Jesuit College Preparatory Sch,12345 Inwood Rd,Dallas,TX,75244-8024,US,,,,,145637_req
2017-09-13,2017-09-13 08:25:00,,,El Paso-Gridley High School,El Paso Gridley High School,600 N Elm St,El Paso,IL,61738-1077,US,,,,,145637_req
2017-09-13,2017-09-13 08:28:00,,,Glenbard West High Sch - High School Visit,Glenbard West High Sch,670 Crescent Blvd,Glen Ellyn,IL,60137-4286,US,,,,,145637_req
2017-09-13,2017-09-13 08:30:00,,,Northview High School Visit,Northview High Sch,10625 Parsons Rd,Duluth,GA,30097-1717,US,,,,,145637_req
2017-09-13,2017-09-13 09:00:00,,,Genoa-Kingston High School Visit,Genoa-Kingston High Sch,980 Park Ave,Genoa,IL,60135-1423,US,,,,,145637_req
2017-09-13,2017-09-13 09:00:00,,,Little Elm High School TACRAO fair,Little Elm High Sch,1900 Walker Ln,Little Elm,TX,75068-6924,US,,,,,145637_req
2017-09-13,2017-09-13 09:30:00,,,Chattahoochee High School Visit,Chattahoochee High Sch,5230 Taylor Rd,Alpharetta,GA,30022-6015,US,,,,,145637_req
2017-09-13,2017-09-13 09:50:00,,,Cornerstone Christian Academy,Cornerstone Christian Academy,22017 E. 1200 N. Rd.,Bloomington,IL,61702-1608,US,,,,,145637_req
2017-09-13,2017-09-13 10:30:00,,,Sycamore High School Visit,Sycamore High Sch,555 Spartan Trl,Sycamore,IL,60178-1659,US,,,,,145637_req
2017-09-13,2017-09-13 10:30:00,,,King College Prep - High School Visit,King College Prep,4445 S Drexel Blvd,Chicago,IL,60653-3551,US,,,,,145637_req
2017-09-13,2017-09-13 10:45:00,,,Washington Community High School,Washington Cmty High Sch,115 Bondurant St,Washington,IL,61571-2448,US,,,,,145637_req
2017-09-13,2017-09-13 11:00:00,,,Lake Land College Fair,Lake Land Coll,5001 Lake Land Blvd,Mattoon,IL,61938-9366,US,,,,,145637_req
2017-09-13,2017-09-13 11:00:00,,,North Gwinnett High School Visit,North Gwinnett High Sch,20 Level Creek Rd,Suwanee,GA,30024-1714,US,,,,,145637_req
2017-09-13,2017-09-13 11:45:00,,,Latin Sch of Chicago - High School Visit,Latin Sch of Chicago,59 W North Blvd,Chicago,IL,60610-1403,US,,,,,145637_req
2017-09-13,2017-09-13 11:56:00,,,Glenbard East High Sch - High School Visit,Glenbard East High Sch,1014 S Main St,Lombard,IL,60148-3938,US,,,,,145637_req
2017-09-13,2017-09-13 12:00:00,,,DeKalb High School Visit,DeKalb High Sch,501 W Dresser Rd,Dekalb,IL,60115-8227,US,,,,,145637_req
2017-09-13,2017-09-13 12:00:00,,,Lambert High School Visit,Lambert High School,805 Nichols Rd,Suwanee,GA,30024-1603,US,,,,,145637_req
2017-09-13,2017-09-13 12:30:00,,,Bloomington Central Catholic,Central Catholic High Sch,1201 Airport Rd,Bloomington,IL,61704-2534,US,,,,,145637_req
2017-09-13,2017-09-13 13:00:00,,,Fort Worth Christian School day fair,Fort Worth Christian Sch,6200 Holiday Ln,N Richlnd Hls,TX,76180-6150,US,,,,,145637_req
2017-09-13,2017-09-13 13:00:00,,,Metamora Township High School,Metamora Township High Sch,101 W Madison St,Metamora,IL,61548,US,,,,,145637_req
2017-09-13,2017-09-13 13:30:00,,,Rochelle Township High School Visit,Rochelle Township High Sch,1401 Flagg Rd,Rochelle,IL,61068-6400,US,,,,,145637_req
